;ordered;reodered;random;saw;sinusoidal;step;quasi ordered;;ordered;reodered;random;saw;sinusoidal;step;quasi ordered
;;;;;;;;;212,3212321;787,6787679;924,5996739;20,10001;996,0573507;2090,421158;2128,06651
;;;;;;;;;212,4212421;787,5787579;63,8302992;30,10001;999,0133642;2106,626916;2154,720605
;;;;;;;;;212,5212521;787,4787479;38,20265745;40,10001;1000;2100,77825;2104,882607
;;;;;;;;;212,6212621;787,3787379;240,5431285;50,10001;999,0133642;2102,773921;2141,666713
;;;;;;;;;212,7212721;787,2787279;616,8169801;60,10001;996,0573507;2109,860711;2095,584248
;;;;;;;;;212,8212821;787,1787179;330,4965263;70,10001;991,1436254;2105,357927;2166,245975
;;;;;;;;;212,9212921;787,0787079;32,81728075;80,10001;984,2915806;2108,356268;2121,804012
;;;;;;;;;213,0213021;786,9786979;346,1926927;90,10001;975,5282581;2090,015478;2111,270232
;;;;;;;;;213,1213121;786,8786879;239,6882549;100,10001;964,8882429;2093,451137;2149,592387
;;;;;;;;;213,2213221;786,7786779;412,5274034;110,10001;952,4135262;2094,045817;2174,264261
;;;;;;;;;213,3213321;786,6786679;640,0901482;120,10001;938,15334;2107,596921;2176,989038
;;;;;;;;;213,4213421;786,5786579;913,2690629;130,10001;922,1639628;2104,469497;2156,514053
;;;;;;;;;213,5213521;786,4786479;414,8749336;140,10001;904,5084972;2108,908441;2128,820786
;;;;;;;;;213,6213621;786,3786379;417,7856827;150,10001;885,2566214;2100,862309;2118,717921
;;;;;;;;;213,7213721;786,2786279;655,0465321;160,10001;864,4843137;2097,825166;2151,947041
;;;;;;;;;213,8213821;786,1786179;18,27415775;170,10001;842,273553;2092,110888;2181,50408
;;;;;;;;;213,9213921;786,0786079;536,1550203;180,10001;818,7119949;2106,088058;2124,800226
;;;;;;;;;214,0214021;785,9785979;141,4965087;190,10001;793,8926261;2104,198766;2172,625743
;;;;;;;;;214,1214121;785,8785879;203,1185304;200,10001;767,9133975;2090,681282;2155,51364
;;;;;;;;;214,2214221;785,7785779;974,6388639;210,10001;740,8768371;2094,884448;2119,788269
;;;;;;;;;214,3214321;785,6785679;732,3002196;220,10001;712,8896458;2102,461303;2143,661768
;;;;;;;;;214,4214421;785,5785579;239,0872349;230,10001;684,0622763;2095,750239;2151,776511
;;;;;;;;;214,5214521;785,4785479;30,39902818;240,10001;654,5084972;2101,869743;2194,367966
;;;;;;;;;214,6214621;785,3785379;384,754983;250,10001;624,3449436;2099,871421;2177,770348
;;;;;;;;;214,7214721;785,2785279;791,7730373;260,10001;593,6906573;2093,128402;2159,527011
;;;;;;;;;214,8214821;785,1785179;271,669515;270,10001;562,6666168;2105,618769;2190,401187
;;;;;;;;;214,9214921;785,0785079;599,7349504;280,10001;531,3952598;2105,610491;2179,103376
;;;;;;;;;215,0215022;784,9784978;329,9256652;290,10001;500;2092,35806;2130,901067
;;;;;;;;;215,1215122;784,8784878;500,2869485;300,10001;468,6047402;2109,299969;2181,35841
;;;;;;;;;215,2215222;784,7784778;359,763858;310,10001;437,3333832;2104,635615;2111,253161
;;;;;;;;;215,3215322;784,6784678;579,3132858;320,10001;406,3093427;2101,827431;2113,767023
;;;;;;;;;215,4215422;784,5784578;95,8472336;330,10001;375,6550564;2105,646576;2160,729468
;;;;;;;;;215,5215522;784,4784478;88,56346044;340,10001;345,4915028;2092,554755;2162,890942
;;;;;;;;;215,6215622;784,3784378;494,0825788;350,10001;315,9377237;2095,500174;2117,135428
;;;;;;;;;215,7215722;784,2784278;564,8312484;360,10001;287,1103542;2092,885736;2111,815598
;;;;;;;;;215,8215822;784,1784178;553,2772134;370,10001;259,1231629;2096,98373;2196,479887
;;;;;;;;;215,9215922;784,0784078;515,1913854;380,10001;232,0866025;2093,873044;2171,559225
;;;;;;;;;216,0216022;783,9783978;359,9198159;390,10001;206,1073739;2097,963122;2137,806131
;;;;;;;;;216,1216122;783,8783878;121,1960245;400,10001;181,2880051;2100,132357;2192,815547
;;;;;;;;;216,2216222;783,7783778;688,9653612;410,10001;157,726447;2105,294006;2200,299679
;;;;;;;;;216,3216322;783,6783678;435,9678378;420,10001;135,5156863;2098,11494;2169,527522
;;;;;;;;;216,4216422;783,5783578;537,7780632;430,10001;114,7433786;2100,776918;2167,787272
;;;;;;;;;216,5216522;783,4783478;185,9463656;440,10001;95,49150281;2095,364662;2197,22323
;;;;;;;;;216,6216622;783,3783378;84,62436417;450,10001;77,83603725;2103,0763;2186,476261
;;;;;;;;;216,7216722;783,2783278;962,1460653;460,10001;61,84665998;2091,605035;2164,048343
;;;;;;;;;216,8216822;783,1783178;878,5960165;470,10001;47,58647377;2102,090818;2173,644947
;;;;;;;;;216,9216922;783,0783078;144,7330828;480,10001;35,11175706;2095,925285;2176,314784
;;;;;;;;;217,0217022;782,9782978;729,014708;490,10001;24,47174185;2097,556527;2173,620939
;;;;;;;;;217,1217122;782,8782878;779,6330797;500,10001;15,70841944;2090,967461;2143,286121
;;;;;;;;;217,2217222;782,7782778;218,0332898;510,10001;8,856374636;2109,53469;2196,738857
;;;;;;;;;217,3217322;782,6782678;82,13963323;520,10001;3,942649343;2102,384147;2129,205921
;;;;;;;;;217,4217422;782,5782578;934,377313;530,10001;0,986635786;2095,504149;2182,76224
;;;;;;;;;217,5217522;782,4782478;938,686415;540,10001;0;2105,115796;2178,270637
;;;;;;;;;217,6217622;782,3782378;328,7730382;550,10001;0,986635786;2108,067294;2180,38327
;;;;;;;;;217,7217722;782,2782278;804,3447709;560,10001;3,942649343;2109,207302;2177,801355
;;;;;;;;;217,8217822;782,1782178;846,1494572;570,10001;8,856374636;2094,473397;2140,190787
;;;;;;;;;217,9217922;782,0782078;533,4601031;580,10001;15,70841944;2090,286508;2201,978536
;;;;;;;;;218,0218022;781,9781978;497,6149262;590,10001;24,47174185;2095,45602;2156,121728
;;;;;;;;;218,1218122;781,8781878;457,6234963;600,10001;35,11175706;2093,63318;2223,317475
;;;;;;;;;218,2218222;781,7781778;130,6637885;610,10001;47,58647377;2100,557154;2172,584412
;;;;;;;;;218,3218322;781,6781678;427,5826947;620,10001;61,84665998;2097,434517;2175,125723
;;;;;;;;;218,4218422;781,5781578;218,4564666;630,10001;77,83603725;2096,524411;2151,4654
;;;;;;;;;218,5218522;781,4781478;818,9029387;640,10001;95,49150281;2108,328063;2147,242675
;;;;;;;;;218,6218622;781,3781378;981,6191014;650,10001;114,7433786;2101,893451;2225,954301
;;;;;;;;;218,7218722;781,2781278;908,343089;660,10001;135,5156863;2103,925674;2218,221106
;;;;;;;;;218,8218822;781,1781178;907,1098634;670,10001;157,726447;2109,741713;2229,073128
;;;;;;;;;218,9218922;781,0781078;783,9009797;680,10001;181,2880051;2094,862242;2212,217564
;;;;;;;;;219,0219022;780,9780978;111,3215378;690,10001;206,1073739;2106,562621;2234,380145
;;;;;;;;;219,1219122;780,8780878;567,4504856;700,10001;232,0866025;2099,115972;2214,231356
;;;;;;;;;219,2219222;780,7780778;621,0315396;710,10001;259,1231629;2106,049282;2232,650758
;;;;;;;;;219,3219322;780,6780678;712,8338632;720,10001;287,1103542;2100,151485;2209,351047
;;;;;;;;;219,4219422;780,5780578;947,3769732;730,10001;315,9377237;2090,718207;2213,620773
;;;;;;;;;219,5219522;780,4780478;139,1318495;740,10001;345,4915028;2093,505377;2232,319495
;;;;;;;;;219,6219622;780,3780378;482,6268942;750,10001;375,6550564;2108,196199;2187,285048
;;;;;;;;;219,7219722;780,2780278;142,2205053;760,10001;406,3093427;2098,583434;2216,768351
;;;;;;;;;219,8219822;780,1780178;995,4006393;770,10001;437,3333832;2091,249567;2210,961075
;;;;;;;;;219,9219922;780,0780078;20,34397748;780,10001;468,6047402;2107,792728;2160,013389
;;;;;;;;;220,0220022;779,9779978;26,10902567;790,10001;500;2096,401885;2220,220775
;;;;;;;;;220,1220122;779,8779878;331,3611091;800,10001;531,3952598;2097,765097;2226,06502
;;;;;;;;;220,2220222;779,7779778;418,2894146;810,10001;562,6666168;2106,040242;2251,154966
;;;;;;;;;220,3220322;779,6779678;214,7724719;820,10001;593,6906573;2092,527511;2211,349136
;;;;;;;;;220,4220422;779,5779578;39,66377621;830,10001;624,3449436;2100,972769;2175,737413
;;;;;;;;;220,5220522;779,4779478;564,8991417;840,10001;654,5084972;2105,71085;2185,810849
;;;;;;;;;220,6220622;779,3779378;671,6382108;850,10001;684,0622763;2102,599015;2201,726837
;;;;;;;;;220,7220722;779,2779278;869,4252707;860,10001;712,8896458;2103,186171;2163,706495
;;;;;;;;;220,8220822;779,1779178;768,6061787;870,10001;740,8768371;2090,76363;2184,905367
;;;;;;;;;220,9220922;779,0779078;43,93979327;880,10001;767,9133975;2093,987348;2220,969119
;;;;;;;;;221,0221022;778,9778978;817,1197014;890,10001;793,8926261;2092,320783;2166,717197
;;;;;;;;;221,1221122;778,8778878;990,1758933;900,10001;818,7119949;2109,424577;2167,375651
;;;;;;;;;221,2221222;778,7778778;442,0071439;910,10001;842,273553;2095,18832;2252,034406
;;;;;;;;;221,3221322;778,6778678;518,0258444;920,10001;864,4843137;2108,370918;2217,158415
;;;;;;;;;221,4221422;778,5778578;630,8515546;930,10001;885,2566214;2093,298758;2203,650285
;;;;;;;;;221,5221522;778,4778478;22,36477373;940,10001;904,5084972;2092,112884;2171,767214
;;;;;;;;;221,6221622;778,3778378;446,3982494;950,10001;922,1639628;2105,253745;2202,202365
;;;;;;;;;221,7221722;778,2778278;179,1044812;960,10001;938,15334;2094,447104;2231,794166
;;;;;;;;;221,8221822;778,1778178;674,8440706;970,10001;952,4135262;2100,317681;2250,130782
;;;;;;;;;221,9221922;778,0778078;161,4312708;980,10001;964,8882429;2093,889521;2192,638575
;;;;;;;;;222,0222022;777,9777978;782,4052958;990,10001;975,5282581;2099,519093;2182,454318
;;;;;;;;;222,1222122;777,8777878;640,6134775;1000,10001;984,2915806;2105,758641;2269,289555
;;;;;;;;;222,2222222;777,7777778;449,2998368;0,100010001;991,1436254;2197,210253;2264,265791
;;;;;;;;;222,3222322;777,6777678;603,8869676;10,10001;996,0573507;2202,434684;2217,904136
;;;;;;;;;222,4222422;777,5777578;115,8550064;20,10001;999,0133642;2206,405247;2248,310385
;;;;;;;;;222,5222522;777,4777478;567,7061558;30,10001;1000;2201,238398;2195,389612
;;;;;;;;;222,6222622;777,3777378;415,357846;40,10001;999,0133642;2197,462964;2224,051571
;;;;;;;;;222,7222722;777,2777278;636,336706;50,10001;996,0573507;2194,351039;2177,090724
;;;;;;;;;222,8222822;777,1777178;531,5090087;60,10001;991,1436254;2195,90137;2267,589015
;;;;;;;;;222,9222922;777,0777078;889,6297874;70,10001;984,2915806;2202,448552;2230,222682
;;;;;;;;;223,0223022;776,9776978;798,2232136;80,10001;975,5282581;2198,43871;2278,184672
;;;;;;;;;223,1223122;776,8776878;86,04639618;90,10001;964,8882429;2195,298417;2277,436607
;;;;;;;;;223,2223222;776,7776778;37,96070936;100,10001;952,4135262;2194,271876;2244,910652
;;;;;;;;;223,3223322;776,6776678;254,9109522;110,10001;938,15334;2193,762332;2265,611334
;;;;;;;;;223,4223422;776,5776578;297,8138285;120,10001;922,1639628;2206,848847;2187,74598
;;;;;;;;;223,5223522;776,4776478;994,5222954;130,10001;904,5084972;2191,130949;2200,615871
;;;;;;;;;223,6223622;776,3776378;393,0902627;140,10001;885,2566214;2207,473199;2244,266883
;;;;;;;;;223,7223722;776,2776278;647,1892756;150,10001;864,4843137;2192,156775;2268,655722
;;;;;;;;;223,8223822;776,1776178;359,3023989;160,10001;842,273553;2196,666955;2267,691982
;;;;;;;;;223,9223922;776,0776078;673,626676;170,10001;818,7119949;2207,443458;2260,377355
;;;;;;;;;224,0224022;775,9775978;537,3521791;180,10001;793,8926261;2195,746592;2224,969287
;;;;;;;;;224,1224122;775,8775878;141,3342689;190,10001;767,9133975;2204,957162;2204,591934
;;;;;;;;;224,2224222;775,7775778;43,13196561;200,10001;740,8768371;2206,929881;2249,179492
;;;;;;;;;224,3224322;775,6775678;978,3943417;210,10001;712,8896458;2195,774918;2273,702903
;;;;;;;;;224,4224422;775,5775578;554,9090679;220,10001;684,0622763;2207,238751;2227,87194
;;;;;;;;;224,5224522;775,4775478;889,3085862;230,10001;654,5084972;2208,003458;2273,361765
;;;;;;;;;224,6224622;775,3775378;739,0943166;240,10001;624,3449436;2193,925285;2275,743754
;;;;;;;;;224,7224722;775,2775278;403,1423125;250,10001;593,6906573;2208,819702;2199,140739
;;;;;;;;;224,8224822;775,1775178;187,5438225;260,10001;562,6666168;2201,811214;2242,712854
;;;;;;;;;224,9224922;775,0775078;890,845728;270,10001;531,3952598;2200,685839;2236,178538
;;;;;;;;;225,0225023;774,9774977;875,2882254;280,10001;500;2190,894408;2259,701671
;;;;;;;;;225,1225123;774,8774877;211,7424592;290,10001;468,6047402;2191,460701;2292,71525
;;;;;;;;;225,2225223;774,7774777;972,2244366;300,10001;437,3333832;2202,371865;2292,501051
;;;;;;;;;225,3225323;774,6774677;963,491849;310,10001;406,3093427;2209,972963;2260,645128
;;;;;;;;;225,4225423;774,5774577;695,3846279;320,10001;375,6550564;2196,772617;2278,989524
;;;;;;;;;225,5225523;774,4774477;457,776744;330,10001;345,4915028;2201,454461;2237,562735
;;;;;;;;;225,6225623;774,3774377;340,4226749;340,10001;315,9377237;2202,630355;2269,892196
;;;;;;;;;225,7225723;774,2774277;201,7447179;350,10001;287,1103542;2195,516426;2213,385539
;;;;;;;;;225,8225823;774,1774177;626,2198333;360,10001;259,1231629;2190,431692;2255,434828
;;;;;;;;;225,9225923;774,0774077;3,475217859;370,10001;232,0866025;2197,178898;2296,006933
;;;;;;;;;226,0226023;773,9773977;566,9565468;380,10001;206,1073739;2193,888331;2240,759989
;;;;;;;;;226,1226123;773,8773877;738,2928264;390,10001;181,2880051;2209,411414;2303,233862
;;;;;;;;;226,2226223;773,7773777;996,9711962;400,10001;157,726447;2197,573581;2249,896109
;;;;;;;;;226,3226323;773,6773677;620,7319264;410,10001;135,5156863;2208,765779;2246,307696
;;;;;;;;;226,4226423;773,5773577;352,5804439;420,10001;114,7433786;2203,515725;2280,905371
;;;;;;;;;226,5226523;773,4773477;50,0669732;430,10001;95,49150281;2195,061881;2267,268241
;;;;;;;;;226,6226623;773,3773377;977,8834048;440,10001;77,83603725;2196,726078;2292,467158
;;;;;;;;;226,7226723;773,2773277;259,9903395;450,10001;61,84665998;2202,534785;2226,645996
;;;;;;;;;226,8226823;773,1773177;965,7874941;460,10001;47,58647377;2206,958918;2300,304193
;;;;;;;;;226,9226923;773,0773077;207,9494905;470,10001;35,11175706;2199,986021;2295,734366
;;;;;;;;;227,0227023;772,9772977;483,4097093;480,10001;24,47174185;2190,746969;2254,297841
;;;;;;;;;227,1227123;772,8772877;894,8438189;490,10001;15,70841944;2204,741884;2224,669164
;;;;;;;;;227,2227223;772,7772777;520,301308;500,10001;8,856374636;2207,447559;2320,705537
;;;;;;;;;227,3227323;772,6772677;539,8433079;510,10001;3,942649343;2191,681268;2267,682202
;;;;;;;;;227,4227423;772,5772577;307,522649;520,10001;0,986635786;2209,846188;2315,116013
;;;;;;;;;227,5227523;772,4772477;947,1330251;530,10001;0;2198,287514;2286,361121
;;;;;;;;;227,6227623;772,3772377;504,0804748;540,10001;0,986635786;2199,508284;2313,872501
;;;;;;;;;227,7227723;772,2772277;920,5142492;550,10001;3,942649343;2197,102068;2309,478182
;;;;;;;;;227,8227823;772,1772177;679,849192;560,10001;8,856374636;2207,309207;2232,718799
;;;;;;;;;227,9227923;772,0772077;564,3186997;570,10001;15,70841944;2200,843327;2261,479167
;;;;;;;;;228,0228023;771,9771977;310,1180011;580,10001;24,47174185;2202,305536;2324,291162
;;;;;;;;;228,1228123;771,8771877;568,5340848;590,10001;35,11175706;2192,971691;2241,522315
;;;;;;;;;228,2228223;771,7771777;186,8647358;600,10001;47,58647377;2194,021837;2295,253467
;;;;;;;;;228,3228323;771,6771677;295,3731247;610,10001;61,84665998;2209,3948;2322,277523
;;;;;;;;;228,4228423;771,5771577;301,8312334;620,10001;77,83603725;2205,972933;2318,369341
;;;;;;;;;228,5228523;771,4771477;547,9067876;630,10001;95,49150281;2209,709062;2242,347748
;;;;;;;;;228,6228623;771,3771377;286,4588835;640,10001;114,7433786;2206,908755;2331,912956
;;;;;;;;;228,7228723;771,2771277;456,4312855;650,10001;135,5156863;2202,759382;2282,06896
;;;;;;;;;228,8228823;771,1771177;659,1371492;660,10001;157,726447;2193,572004;2321,60703
;;;;;;;;;228,9228923;771,0771077;936,659233;670,10001;181,2880051;2203,448565;2301,906519
;;;;;;;;;229,0229023;770,9770977;348,2659739;680,10001;206,1073739;2203,959997;2260,736816
;;;;;;;;;229,1229123;770,8770877;671,7196857;690,10001;232,0866025;2207,844846;2339,734012
;;;;;;;;;229,2229223;770,7770777;913,8753344;700,10001;259,1231629;2206,765264;2315,673535
;;;;;;;;;229,3229323;770,6770677;220,9071958;710,10001;287,1103542;2199,272787;2317,018317
;;;;;;;;;229,4229423;770,5770577;739,1768572;720,10001;315,9377237;2205,292509;2275,685583
;;;;;;;;;229,5229523;770,4770477;597,2804219;730,10001;345,4915028;2190,673156;2325,944834
;;;;;;;;;229,6229623;770,3770377;839,1452209;740,10001;375,6550564;2198,058055;2325,08178
;;;;;;;;;229,7229723;770,2770277;176,2949246;750,10001;406,3093427;2205,368654;2247,833574
;;;;;;;;;229,8229823;770,1770177;431,7527607;760,10001;437,3333832;2199,137295;2271,03044
;;;;;;;;;229,9229923;770,0770077;104,4178122;770,10001;468,6047402;2193,441776;2297,736406
;;;;;;;;;230,0230023;769,9769977;808,4565282;780,10001;500;2204,172467;2303,653995
;;;;;;;;;230,1230123;769,8769877;498,7109005;790,10001;531,3952598;2200,963422;2258,125507
;;;;;;;;;230,2230223;769,7769777;602,0423579;800,10001;562,6666168;2205,840283;2325,872879
;;;;;;;;;230,3230323;769,6769677;839,0853694;810,10001;593,6906573;2209,391674;2334,925844
;;;;;;;;;230,4230423;769,5769577;75,19141561;820,10001;624,3449436;2208,439613;2344,575802
;;;;;;;;;230,5230523;769,4769477;522,8988268;830,10001;654,5084972;2197,203345;2287,567612
;;;;;;;;;230,6230623;769,3769377;232,9981935;840,10001;684,0622763;2209,961752;2355,741109
;;;;;;;;;230,7230723;769,2769277;520,0541281;850,10001;712,8896458;2203,227441;2275,522375
;;;;;;;;;230,8230823;769,1769177;72,40401873;860,10001;740,8768371;2193,186442;2349,751603
;;;;;;;;;230,9230923;769,0769077;889,8466865;870,10001;767,9133975;2205,852609;2271,586988
;;;;;;;;;231,0231023;768,9768977;539,9762081;880,10001;793,8926261;2200,753622;2287,775541
;;;;;;;;;231,1231123;768,8768877;627,1823142;890,10001;818,7119949;2195,862351;2270,196201
;;;;;;;;;231,2231223;768,7768777;484,3537427;900,10001;842,273553;2203,342033;2361,074366
;;;;;;;;;231,3231323;768,6768677;426,3040812;910,10001;864,4843137;2202,754336;2321,987678
;;;;;;;;;231,4231423;768,5768577;851,6366343;920,10001;885,2566214;2202,258742;2325,680786
;;;;;;;;;231,5231523;768,4768477;681,4044953;930,10001;904,5084972;2200,326705;2288,232548
;;;;;;;;;231,6231623;768,3768377;423,4256186;940,10001;922,1639628;2192,189083;2296,761376
;;;;;;;;;231,7231723;768,2768277;882,6082111;950,10001;938,15334;2192,617963;2302,142407
;;;;;;;;;231,8231823;768,1768177;568,1250122;960,10001;952,4135262;2200,493376;2278,951863
;;;;;;;;;231,9231923;768,0768077;76,54490808;970,10001;964,8882429;2196,449068;2364,060219
;;;;;;;;;232,0232023;767,9767977;495,2828667;980,10001;975,5282581;2195,515132;2297,396554
;;;;;;;;;232,1232123;767,8767877;553,3320784;990,10001;984,2915806;2205,489453;2293,494404
;;;;;;;;;232,2232223;767,7767777;859,6252872;1000,10001;991,1436254;2206,271172;2296,393232
;;;;;;;;;232,3232323;767,6767677;31,55055846;0,100010001;996,0573507;2290,897404;2311,98432
;;;;;;;;;232,4232423;767,5767577;832,8321495;10,10001;999,0133642;2309,772763;2372,898862
;;;;;;;;;232,5232523;767,4767477;943,1703124;20,10001;1000;2293,871337;2282,252511
;;;;;;;;;232,6232623;767,3767377;903,0648472;30,10001;999,0133642;2296,884927;2310,157406
;;;;;;;;;232,7232723;767,2767277;864,3889257;40,10001;996,0573507;2290,140954;2310,610074
;;;;;;;;;232,8232823;767,1767177;698,1567271;50,10001;991,1436254;2295,17496;2362,728225
;;;;;;;;;232,9232923;767,0767077;539,2277537;60,10001;984,2915806;2308,699686;2334,78406
;;;;;;;;;233,0233023;766,9766977;321,1303216;70,10001;975,5282581;2306,891729;2283,51437
;;;;;;;;;233,1233123;766,8766877;839,3922454;80,10001;964,8882429;2295,626745;2324,032542
;;;;;;;;;233,2233223;766,7766777;102,8255978;90,10001;952,4135262;2304,787664;2335,091439
;;;;;;;;;233,3233323;766,6766677;42,13319516;100,10001;938,15334;2298,375363;2361,30166
;;;;;;;;;233,4233423;766,5766577;788,4779609;110,10001;922,1639628;2304,958999;2340,091082
;;;;;;;;;233,5233523;766,4766477;127,8364426;120,10001;904,5084972;2294,459633;2358,339002
;;;;;;;;;233,6233623;766,3766377;395,7884392;130,10001;885,2566214;2290,606377;2343,77895
;;;;;;;;;233,7233723;766,2766277;507,0567312;140,10001;864,4843137;2294,393843;2361,549917
;;;;;;;;;233,8233823;766,1766177;684,4669322;150,10001;842,273553;2304,759978;2304,744087
;;;;;;;;;233,9233923;766,0766077;668,4103383;160,10001;818,7119949;2308,037473;2353,135969
;;;;;;;;;234,0234023;765,9765977;345,7655195;170,10001;793,8926261;2301,428049;2295,352201
;;;;;;;;;234,1234123;765,8765877;666,8602024;180,10001;767,9133975;2298,515712;2321,221302
;;;;;;;;;234,2234223;765,7765777;154,3723311;190,10001;740,8768371;2309,357438;2307,6509
;;;;;;;;;234,3234323;765,6765677;634,9078541;200,10001;712,8896458;2291,970488;2345,511929
;;;;;;;;;234,4234423;765,5765577;5,819082089;210,10001;684,0622763;2297,657749;2351,1656
;;;;;;;;;234,5234523;765,4765477;113,8962481;220,10001;654,5084972;2304,149709;2392,606575
;;;;;;;;;234,6234623;765,3765377;538,8968762;230,10001;624,3449436;2297,117444;2384,963661
;;;;;;;;;234,7234723;765,2765277;4,323777584;240,10001;593,6906573;2306,597025;2344,815629
;;;;;;;;;234,8234823;765,1765177;187,8733579;250,10001;562,6666168;2293,227071;2359,290402
;;;;;;;;;234,9234923;765,0765077;785,3823113;260,10001;531,3952598;2293,706096;2394,401757
;;;;;;;;;235,0235024;764,9764976;475,6078272;270,10001;500;2306,034332;2314,813152
;;;;;;;;;235,1235124;764,8764876;130,1751713;280,10001;468,6047402;2295,443823;2359,638049
;;;;;;;;;235,2235224;764,7764776;216,4884396;290,10001;437,3333832;2293,342653;2361,578267
;;;;;;;;;235,3235324;764,6764676;317,6201837;300,10001;406,3093427;2293,356441;2383,152282
;;;;;;;;;235,4235424;764,5764576;276,9248908;310,10001;375,6550564;2296,069886;2336,638689
;;;;;;;;;235,5235524;764,4764476;200,5928078;320,10001;345,4915028;2307,477499;2351,488926
;;;;;;;;;235,6235624;764,3764376;534,6230198;330,10001;315,9377237;2291,471487;2368,440022
;;;;;;;;;235,7235724;764,2764276;86,61449912;340,10001;287,1103542;2309,124633;2397,06939
;;;;;;;;;235,8235824;764,1764176;143,7923428;350,10001;259,1231629;2293,416065;2319,711621
;;;;;;;;;235,9235924;764,0764076;55,33733557;360,10001;232,0866025;2303,05392;2314,797536
;;;;;;;;;236,0236024;763,9763976;638,6114257;370,10001;206,1073739;2304,571328;2403,05847
;;;;;;;;;236,1236124;763,8763876;60,77799636;380,10001;181,2880051;2301,287384;2383,352712
;;;;;;;;;236,2236224;763,7763776;566,7012264;390,10001;157,726447;2290,236385;2324,233192
;;;;;;;;;236,3236324;763,6763676;827,2665098;400,10001;135,5156863;2294,305398;2353,450773
;;;;;;;;;236,4236424;763,5763576;710,6639834;410,10001;114,7433786;2307,534471;2395,153949
;;;;;;;;;236,5236524;763,4763476;935,7437219;420,10001;95,49150281;2302,749907;2391,562173
;;;;;;;;;236,6236624;763,3763376;816,4964467;430,10001;77,83603725;2303,879688;2381,366027
;;;;;;;;;236,7236724;763,2763276;473,1618412;440,10001;61,84665998;2297,505314;2401,587027
;;;;;;;;;236,8236824;763,1763176;724,1766275;450,10001;47,58647377;2291,142267;2411,736782
;;;;;;;;;236,9236924;763,0763076;127,4109414;460,10001;35,11175706;2292,580802;2350,347707
;;;;;;;;;237,0237024;762,9762976;779,9433461;470,10001;24,47174185;2297,867875;2344,439172
;;;;;;;;;237,1237124;762,8762876;432,6583306;480,10001;15,70841944;2301,806766;2395,638457
;;;;;;;;;237,2237224;762,7762776;150,7352441;490,10001;8,856374636;2302,788678;2354,616542
;;;;;;;;;237,3237324;762,6762676;973,3337996;500,10001;3,942649343;2291,130374;2387,210886
;;;;;;;;;237,4237424;762,5762576;366,929965;510,10001;0,986635786;2299,492796;2398,682069
;;;;;;;;;237,5237524;762,4762476;295,1540435;520,10001;0;2301,661289;2349,009987
;;;;;;;;;237,6237624;762,3762376;993,5669291;530,10001;0,986635786;2298,624841;2397,05253
;;;;;;;;;237,7237724;762,2762276;823,6729891;540,10001;3,942649343;2296,764852;2402,399571
;;;;;;;;;237,8237824;762,1762176;238,0732194;550,10001;8,856374636;2290,824453;2379,682317
;;;;;;;;;237,9237924;762,0762076;258,1772581;560,10001;15,70841944;2294,45887;2408,674925
;;;;;;;;;238,0238024;761,9761976;84,51833894;570,10001;24,47174185;2292,243883;2393,86357
;;;;;;;;;238,1238124;761,8761876;852,2421683;580,10001;35,11175706;2305,988609;2390,246007
;;;;;;;;;238,2238224;761,7761776;563,6799855;590,10001;47,58647377;2297,593867;2395,670055
;;;;;;;;;238,3238324;761,6761676;120,9802894;600,10001;61,84665998;2296,725207;2345,665917
;;;;;;;;;238,4238424;761,5761576;597,0075732;610,10001;77,83603725;2299,912586;2399,319785
;;;;;;;;;238,5238524;761,4761476;56,7024679;620,10001;95,49150281;2295,173066;2419,129772
;;;;;;;;;238,6238624;761,3761376;860,6077391;630,10001;114,7433786;2290,610184;2416,04123
;;;;;;;;;238,7238724;761,2761276;401,4454777;640,10001;135,5156863;2294,641194;2408,562501
;;;;;;;;;238,8238824;761,1761176;530,5878559;650,10001;157,726447;2292,557251;2363,640928
;;;;;;;;;238,9238924;761,0761076;930,6359494;660,10001;181,2880051;2290,906031;2433,795766
;;;;;;;;;239,0239024;760,9760976;354,6245921;670,10001;206,1073739;2306,007398;2395,378792
;;;;;;;;;239,1239124;760,8760876;827,5024111;680,10001;232,0866025;2295,49106;2375,029973
;;;;;;;;;239,2239224;760,7760776;684,0571387;690,10001;259,1231629;2309,832339;2370,993291
;;;;;;;;;239,3239324;760,6760676;726,4002563;700,10001;287,1103542;2302,842984;2374,81901
;;;;;;;;;239,4239424;760,5760576;589,8511032;710,10001;315,9377237;2292,716775;2363,053424
;;;;;;;;;239,5239524;760,4760476;674,4852665;720,10001;345,4915028;2301,427779;2425,078359
;;;;;;;;;239,6239624;760,3760376;656,7708737;730,10001;375,6550564;2306,197531;2431,376897
;;;;;;;;;239,7239724;760,2760276;585,9737662;740,10001;406,3093427;2308,219147;2358,6047
;;;;;;;;;239,8239824;760,1760176;212,061248;750,10001;437,3333832;2308,898965;2370,997599
;;;;;;;;;239,9239924;760,0760076;531,6577467;760,10001;468,6047402;2309,838469;2390,246011
;;;;;;;;;240,0240024;759,9759976;873,3614743;770,10001;500;2300,085494;2412,861576
;;;;;;;;;240,1240124;759,8759876;227,2527989;780,10001;531,3952598;2307,23276;2438,104184
;;;;;;;;;240,2240224;759,7759776;585,6642286;790,10001;562,6666168;2294,359088;2409,384417
